Company ID,Companies,Exchange,Ticker,Description,Fiscal Period,Revenue,Gross Profit,EBITDA,Net Income,Enterprise Value,Primary Industry Sector,Ownership Status,Company Financing Status,Verticals,HQ Location,Last Financing Date,Last Financing Deal Type,Last Financing Size,PitchBook Link
533390-95,ENcombi,,,"Developer of energy management equipment intended for solar energy plant monitoring. The company contributes to the global transition towards green energy by creating, easy to use and universal energy management controls, in cooperation with industrial suppliers, and its PV and PV Hybrid energy management systems have been highly customized, expensive, and hard to use, enabling businesses functionality they need for even the more complex sites.",,,,,,,Energy,Privately Held (backing),Venture Capital-Backed,CleanTech,"Viborg, Denmark",31-Jan-2020,Early Stage VC,0.15,View company online
490804-12,enechain,,,"Developer of an energy marketplace platform designed for energy product trading. The company offers a price discovery function that visualizes fair prices in the market and a distribution function that concludes transactions and distributes products based on fair prices, enabling users to buy and sell a variety of energy products.",,,,,,,Information Technology,Privately Held (backing),Venture Capital-Backed,FinTech,"Tokyo, Japan",26-Jan-2022,Early Stage VC,13.94,View company online
54315-64,Enercast,,,"Provider of energy forecasting services intended to assist predict energy outputs into meaningful forecasts. The company's services assist in the integration of wind and solar energy in electricity grids and energy markets, enabling companies to deliver accurate power forecasts for wind power and solar plants.",FY 2021,,,,,,Business Products and Services (B2B),Privately Held (backing),Venture Capital-Backed,"CleanTech, LOHAS & Wellness, TMT","Kassel, Germany",13-Oct-2016,Accelerator/Incubator,,View company online
229632-85,EnerConnex,,,"Provider of integrated energy services intended to simplify, optimize, and improve the energy procurement process. The company's services include energy procurement, distributed generation, energy efficiency, demand response, solar power, and energy sustainability, enabling clients to provide optimum results to the energy cost line and also meet the rising demand for energy needs.",,,,,,,Energy,Acquired/Merged (Operating Subsidiary),Formerly Accelerator/Incubator backed,LOHAS & Wellness,"Worcester, MA",07-Aug-2020,Merger/Acquisition,,View company online
122590-18,Energicity,,,"Developer of micro-power solar grids intended to provide affordable and reliable electricity that is scalable to every household and commercial need. The company's platform provides solar power to residences, businesses, and off-grid rural communities, empowering individuals to build wealth through electricity-enabled commercial activities.",,,,,,,Energy,Privately Held (backing),Venture Capital-Backed,"CleanTech, Climate Tech, Industrials, LOHAS & Wellness","Washington, DC",21-May-2020,Seed Round,3.21,View company online
290497-06,Energiestro,,,"Developer of flywheel energy storage device designed to store solar energy during the day. The company's flywheel storage technology is an alternative to battery storage and works by accelerating the rotor, or flywheel, and then maintaining the energy as rotational energy, enabling clients to increase the adoption of renewable energies in a cost-effective way",,,,,,,Business Products and Services (B2B),Privately Held (backing),Angel-Backed,"CleanTech, Climate Tech, Industrials, Manufacturing","Essert, France",17-Jan-2022,Angel (individual),11.34,View company online
53992-99,Energy Cache,,,"Developer of grid-scale energy storage technology. The company is developing a mechanical battery which captures the energy of rolling gravel to generate electricity, in the manner that the water-powered movement of rotors generates power in a hydro dam.",,,,,,,Energy,Out of Business,Formerly VC-backed,"CleanTech, TMT","Pasadena, CA",01-Sep-2015,Out of Business,,View company online
530629-21,Energy Solutions Group (Belgium),,,"Provider of energy services intended for sustainable production. The company engages in operating solar and wind farms and setting up charging stations, battery storage and battery energy storage systems, enabling clients to have green energy mediums.",,,,,,,Energy,Privately Held (backing),Private Equity-Backed,,"Heusden-Zolder, Belgium",22-Jun-2023,PE Growth/Expansion,75.52,View company online
404368-39,EnergyBot,,,"Operator of an online energy marketplace intended to eliminate complexity and help to take energy decisions for home or business. The company's marketplace offers free quotes, online tools, and expert advice to clients, enabling clients to easily find the appropriate energy plan and reduce their annual energy costs.",,,,,,,Energy,Privately Held (backing),Venture Capital-Backed,CleanTech,"Dallas, TX",13-Apr-2022,Later Stage VC,2.10,View company online
53606-44,EnergyWindow,,,Provider of online tools and services that support energy sourcing decisions and procurement. The company's information technology-based tools and consulting help energy users manage their energy supply cycle from cost forecasting through actual procurement of natural gas and electricity.,,,,,,,Energy,Acquired/Merged,Formerly VC-backed,"CleanTech, Oil & Gas, TMT","Boulder, CO",01-Aug-2008,Merger/Acquisition,,View company online
167825-08,EnergyWiser,,,Provider of a web and mobile based consumer engagement platform designed to help users save on their energy bills. The company's MyWattson consumer engagement platform connects users to monitors energy market tariffs and compares bills with neighbors via linking their smart devices to moderate energy usage.,FY 2017,,,,,,Consumer Products and Services (B2C),Privately Held (backing),Formerly Accelerator/Incubator backed,TMT,"London, United Kingdom",01-Jan-2018,Out of Business,,View company online
234567-01,Enernet Global,,,"Provider of distributed energy services intended to displace polluting and expensive fuels with penetration renewable systems. The company's services specialize in building microgrids and battery storage, to provide a stable power supply, reduce the impact of fossil fuel, deliver power to underserved markets and facilitate rural electrification, enabling customers to get a secure and affordable power supply.",,,,,,,Energy,Privately Held (backing),Venture Capital-Backed,"CleanTech, Climate Tech","New York, NY",25-Feb-2021,Later Stage VC,6.55,View company online
